所在地 名称(敷地),所在地-1(敷地),棟 名称,階数 地上(棟),階数 地下(棟),用途区分(棟)名
東海溶材株式会社 宍原団地倉庫,静岡市清水区宍原２９６５番地の１,東海溶材株式会社 宍原団地倉庫,1,0,倉庫
社会福祉法人　玉柏会　宍原荘,静岡市清水区宍原３５９番地の１,宍原荘　就労継続支援施設　花鈴,1,0,障害者就労継続支援
社会福祉法人　玉柏会　宍原荘,静岡市清水区宍原３５９番地の１,宍原荘　地域交流ホーム　稲瀬川,2,0,特定複合用途
社会福祉法人　玉柏会　宍原荘,静岡市清水区宍原３５９番地の１,宍原荘　居住棟,3,0,障害者支援施設(ロ)
社会福祉法人玉柏会　宍原荘　訓練棟,静岡市清水区宍原３６２番地,訓練棟,2,0,障害者支援施設(ハ)
社会福祉法人玉柏会　宍原荘　訓練棟,静岡市清水区宍原３６２番地,車庫棟,1,0,自動車車庫
社会福祉法人玉柏会　宍原荘　訓練棟,静岡市清水区宍原３６２番地,社会福祉法人玉柏会　宍原荘倉庫建設工事,1,0,倉庫
社会福祉法人玉柏会 共同生活介護 共同生活,静岡市清水区宍原３８４番地,社会福祉法人玉柏会 共同生活介護 共同生活,2,0,障害者共同生活援助
株式会社　クミカ物流　清水物流センター　,静岡市清水区宍原６１８番地の４,株式会社クミカ物流　清水物流センター宍原,1,0,倉庫
株式会社　クミカ物流　清水物流センター　,静岡市清水区宍原６１８番地の４,株式会社クミカ物流　清水物流センター宍原,2,0,倉庫
有限会社　齊藤鉄工所（清水工業団地）,静岡市清水区宍原６２２番地の１,斎藤鉄工所（清水工業団地）,2,0,作業場
株式会社　興進,静岡市清水区宍原６２２番地の１８,株式会社　興進,2,0,作業場
株式会社甲斐工業　本社工場,静岡市清水区宍原６２２番地の１９,株式会社　甲斐工業本社工場,2,0,工場
先生精機株式会社本社工場,静岡市清水区宍原６２２番地の７,先生精機株式会社本社工場,2,0,工場
株式会社　プラントシステム,静岡市清水区宍原６２５番地の１０,株式会社　プラントシステム,2,0,工場
ＫＥ・ＯＳマシナリー株式会社,静岡市清水区宍原６２５番地の７,ＫＥ・ＯＳマシナリー株式会社(作業所),1,0,作業場
ＫＥ・ＯＳマシナリー株式会社,静岡市清水区宍原６２５番地の７,ＫＥ・ＯＳマシナリー株式会社(事務所),3,0,事務所
八洲商事株式会社　宍原工場,静岡市清水区宍原６２８番地の１,八洲商事株式会社　宍原工場　（工場棟）,3,0,工場
八洲商事株式会社　宍原工場,静岡市清水区宍原６２８番地の１,八洲商事株式会社　宍原工場　（倉庫棟）,1,0,保冷倉庫
清和海運株式会社　宍原倉庫,静岡市清水区宍原６２８番地の１４,清和海運株式会社宍原倉庫,1,0,倉庫
環境フロンティア株式会社,静岡市清水区宍原６２８番地の７,環境フロンティア株式会社,1,0,事務所
新清水機械協業組合,静岡市清水区宍原６２９番地の２,新清水機械協業組合,2,0,作業場
八洲商事株式会社　宍原第２工場,静岡市清水区宍原６３０番地の５,八洲商事株式会社　宍原第２工場,2,0,作業場
先生精機株式会社第２工場,静岡市清水区宍原６３１番地の６,先生精機株式会社第２工場　第１棟,2,0,工場
先生精機株式会社第２工場,静岡市清水区宍原６３１番地の６,先生精機株式会社第２工場　第２棟,1,0,工場
長泉パーカライジング株式会社　静岡工場,静岡市清水区宍原６３１番地の８,長泉パーカライジング株式会社　静岡工場,3,0,工場
株式会社　山北製作所宍原工場,静岡市清水区宍原６３１番地の９,㈱北山製作所宍原工場（第１工場）,2,0,工場
株式会社　山北製作所宍原工場,静岡市清水区宍原６３１番地の９,㈱北山製作所宍原工場（倉庫棟）,1,0,倉庫
株式会社　山北製作所宍原工場,静岡市清水区宍原６３１番地の９,㈱北山製作所宍原工場（第２工場）,2,0,工場
清水運送株式会社宍原倉庫,静岡市清水区宍原６６３番地の１,清水運送株式会社宍原倉庫(Ａ棟),1,0,倉庫
清水運送株式会社宍原倉庫,静岡市清水区宍原６６３番地の１,清水運送株式会社宍原倉庫(Ｂ棟),2,0,倉庫
第一倉庫株式会社　清水物流センターＡ,静岡市清水区宍原７４３番地,第一倉庫株式会社 清水物流センターＡ1号棟,2,0,倉庫
第一倉庫株式会社　清水物流センターＡ,静岡市清水区宍原７４３番地,第一倉庫株式会社 清水物流センターＡ2号棟,2,0,倉庫
杉山建設,静岡市清水区宍原７７２番地,杉山建設,2,0,作業場
清和海運株式会社　新清水物流センター,静岡市清水区宍原７９６番地の１,清和海運株式会社　新清水物流センター,3,0,倉庫
清和海運株式会社　新清水物流センター,静岡市清水区宍原７９６番地の１,清和海運株式会社　新清水物流センター,1,0,事務所
清和海運株式会社　新清水物流センター,静岡市清水区宍原７９６番地の１,清和海運株式会社　新清水物流センター,1,0,事務所
清和海運株式会社　新清水物流センター,静岡市清水区宍原７９６番地の１,清和海運株式会社　新清水物流センター,1,0,事務所
宍原自治会館　宍原里の駅,静岡市清水区宍原８５５番地の１,宍原自治会館　,2,0,特定複合用途
静岡市立清水宍原小学校　,静岡市清水区宍原９１９番地,静岡市立清水宍原小学校　校舎,3,0,小学校
静岡市立清水宍原小学校　,静岡市清水区宍原９１９番地,静岡市立清水宍原小学校　体育館,2,0,小学校
セラフィン,静岡市清水区七ツ新屋１８２番地の３,セラフィン,2,0,共同住宅
青風（セイフウ）,静岡市清水区七ツ新屋１８３番地の２,青風,3,0,共同住宅
穂高荘,静岡市清水区七ツ新屋１８６番地の１,穂高荘,2,0,共同住宅
ウォールデン御門台,静岡市清水区七ツ新屋１８６番地の２,ウォールデン御門台,2,0,共同住宅
グランシャリオ,静岡市清水区七ツ新屋２８３番地の１,グランシャリオ,3,0,共同住宅
杉山クリニック,静岡市清水区七ツ新屋２８９番地の４,杉山クリニック,3,0,診療所
杉山クリニック,静岡市清水区七ツ新屋２８９番地の４,杉山クリニック,1,0,診療所
とんかつ幸楽,静岡市清水区七ツ新屋３１７番地の９,とんかつ幸楽,2,0,飲食店
株式会社松屋フーズ　Ｒ静岡七ツ新屋店,静岡市清水区七ツ新屋３２８番地の１,株式会社 松屋　Ｒ静岡七ツ新屋店,1,0,飲食店
パティオ,静岡市清水区七ツ新屋３４４番地の１,パティオ,2,0,共同住宅
ForestVilla(フォレストヴィラ),静岡市清水区七ツ新屋３４６番地,ForestVilla(フォレストヴィラ),3,0,共同住宅
プレジール大山,静岡市清水区七ツ新屋３４９番地,プレジール大山,2,0,共同住宅
サンシャイン77,静岡市清水区七ツ新屋３５１番地の２,サンシャイン77,2,0,共同住宅
有限会社クラブスポ－ツ倉庫,静岡市清水区七ツ新屋３５６番地,有限会社クラブスポ－ツ倉庫,1,0,倉庫
